Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
Random Baseline,1347,6,7,[5.19],5.19,79.1
Random Baseline,1347,7,8,[0.0],0.0,79.1
Random Baseline,1347,8,9,[12.77],12.77,79.1
Random Baseline,1347,9,10,[72.89],72.89,79.1
Random Baseline,1347,10,11,[78.6],78.6,79.1
Random Baseline,1347,11,12,[59.83],59.83,79.1
Random Baseline,1347,12,13,[0.0],0.0,79.1
Random Baseline,1347,13,14,[40.02],40.02,79.1
Random Baseline,1347,14,15,[0.0],0.0,79.1
Random Baseline,1347,15,16,[0.0],0.0,79.1
Random Baseline,1347,16,17,[26.3],26.3,79.1
Random Baseline,1347,17,18,[48.15],48.15,79.1
Random Baseline,1347,18,19,[3.18],3.18,79.1
Random Baseline,1347,19,20,[23.57],23.57,79.1
Random Baseline,1347,20,21,[2.35],2.35,79.1
Random Baseline,1347,21,22,[4.99],4.99,79.1
Random Baseline,1347,22,23,[15.64],15.64,79.1
Random Baseline,1347,23,24,[14.84],14.84,79.1
Random Baseline,1347,24,25,[8.88],8.88,79.1
Random Baseline,1347,25,26,[17.74],17.74,79.1
Random Baseline,1347,26,27,[0.0],0.0,79.1
Random Baseline,1347,27,28,[22.3],22.3,79.1
Random Baseline,1347,28,29,[50.7],50.7,79.1
Random Baseline,1347,29,30,[38.79],38.79,79.1
Random Baseline,1347,30,31,[0.28],0.28,79.1
Random Baseline,1347,31,32,[0.0],0.0,79.1
Random Baseline,1347,32,33,[70.26],70.26,79.1
Random Baseline,1347,33,34,[45.01],45.01,79.1
Random Baseline,1347,34,35,[26.28],26.28,79.1
Random Baseline,1347,35,36,[30.29],30.29,79.1
Random Baseline,1347,36,37,[23.83],23.83,79.1
Random Baseline,1347,37,38,[13.88],13.88,79.1
Random Baseline,1347,38,39,[0.0],0.0,79.1
Random Baseline,1347,39,40,[3.44],3.44,79.1
Random Baseline,1348,0,1,[0.0],0.0,0.0
Random Baseline,1348,1,2,[0.0],0.0,0.0
Random Baseline,1348,2,3,[0.0],0.0,0.0
Random Baseline,1348,3,4,[92.19],92.19,92.19
Random Baseline,1348,4,5,[17.0],17.0,92.19
Random Baseline,1348,5,6,[0.0],0.0,92.19
Random Baseline,1348,6,7,[43.9],43.9,92.19
Random Baseline,1348,7,8,[14.97],14.97,92.19
Random Baseline,1348,8,9,[8.04],8.04,92.19
Random Baseline,1348,9,10,[11.68],11.68,92.19
Random Baseline,1348,10,11,[3.88],3.88,92.19
Random Baseline,1348,11,12,[0.0],0.0,92.19
Random Baseline,1348,12,13,[45.95],45.95,92.19
Random Baseline,1348,13,14,[44.28],44.28,92.19
Random Baseline,1348,14,15,[3.55],3.55,92.19
Random Baseline,1348,15,16,[7.54],7.54,92.19
Random Baseline,1348,16,17,[48.64],48.64,92.19
Random Baseline,1348,17,18,[0.0],0.0,92.19
Random Baseline,1348,18,19,[81.48],81.48,92.19
Random Baseline,1348,19,20,[0.81],0.81,92.19
Random Baseline,1348,20,21,[0.0],0.0,92.19
Random Baseline,1348,21,22,[83.22],83.22,92.19
Random Baseline,1348,22,23,[2.77],2.77,92.19
Random Baseline,1348,23,24,[36.97],36.97,92.19
Random Baseline,1348,24,25,[30.15],30.15,92.19
Random Baseline,1348,25,26,[4.85],4.85,92.19
Random Baseline,1348,26,27,[0.0],0.0,92.19
Random Baseline,1348,27,28,[2.78],2.78,92.19
Random Baseline,1348,28,29,[0.0],0.0,92.19
Random Baseline,1348,29,30,[80.38],80.38,92.19
Random Baseline,1348,30,31,[16.57],16.57,92.19
Random Baseline,1348,31,32,[0.0],0.0,92.19
Random Baseline,1348,32,33,[32.74],32.74,92.19
Random Baseline,1348,33,34,[0.0],0.0,92.19
Random Baseline,1348,34,35,[0.6],0.6,92.19
Random Baseline,1348,35,36,[0.0],0.0,92.19
Random Baseline,1348,36,37,[13.19],13.19,92.19
Random Baseline,1348,37,38,[11.26],11.26,92.19
Random Baseline,1348,38,39,[8.3],8.3,92.19
Random Baseline,1348,39,40,[50.75],50.75,92.19
Random Baseline,1349,0,1,[25.0],25.0,25.0
Random Baseline,1349,1,2,[0.0],0.0,25.0
Random Baseline,1349,2,3,[3.88],3.88,25.0
Random Baseline,1349,3,4,[0.0],0.0,25.0
Random Baseline,1349,4,5,[0.0],0.0,25.0
Random Baseline,1349,5,6,[84.03],84.03,84.03
Random Baseline,1349,6,7,[0.0],0.0,84.03
Random Baseline,1349,7,8,[62.32],62.32,84.03
Random Baseline,1349,8,9,[54.55],54.55,84.03
Random Baseline,1349,9,10,[0.0],0.0,84.03
Random Baseline,1349,10,11,[30.15],30.15,84.03
Random Baseline,1349,11,12,[29.06],29.06,84.03
Random Baseline,1349,12,13,[13.01],13.01,84.03
Random Baseline,1349,13,14,[30.29],30.29,84.03
Random Baseline,1349,14,15,[59.83],59.83,84.03
Random Baseline,1349,15,16,[51.83],51.83,84.03
Random Baseline,1349,16,17,[29.21],29.21,84.03
Random Baseline,1349,17,18,[23.23],23.23,84.03
Random Baseline,1349,18,19,[44.25],44.25,84.03
Random Baseline,1349,19,20,[32.04],32.04,84.03
Random Baseline,1349,20,21,[11.0],11.0,84.03
Random Baseline,1349,21,22,[36.14],36.14,84.03
Random Baseline,1349,22,23,[15.36],15.36,84.03
Random Baseline,1349,23,24,[8.16],8.16,84.03
Random Baseline,1349,24,25,[76.02],76.02,84.03
Random Baseline,1349,25,26,[0.0],0.0,84.03
Random Baseline,1349,26,27,[25.86],25.86,84.03
Random Baseline,1349,27,28,[0.79],0.79,84.03
Random Baseline,1349,28,29,[84.17],84.17,84.17
Random Baseline,1349,29,30,[0.0],0.0,84.17
Random Baseline,1349,30,31,[0.0],0.0,84.17
Random Baseline,1349,31,32,[25.35],25.35,84.17
Random Baseline,1349,32,33,[4.22],4.22,84.17
Random Baseline,1349,33,34,[0.0],0.0,84.17
Random Baseline,1349,34,35,[56.5],56.5,84.17
Random Baseline,1349,35,36,[64.48],64.48,84.17
Random Baseline,1349,36,37,[5.68],5.68,84.17
Random Baseline,1349,37,38,[2.21],2.21,84.17
Random Baseline,1349,38,39,[2.9],2.9,84.17
Random Baseline,1349,39,40,[4.48],4.48,84.17
Random Baseline,1350,0,1,[0.0],0.0,0.0
Random Baseline,1350,1,2,[9.03],9.03,9.03
Random Baseline,1350,2,3,[89.71],89.71,89.71
Random Baseline,1350,3,4,[0.0],0.0,89.71
Random Baseline,1350,4,5,[31.14],31.14,89.71
Random Baseline,1350,5,6,[5.06],5.06,89.71
Random Baseline,1350,6,7,[16.09],16.09,89.71
Random Baseline,1350,7,8,[0.0],0.0,89.71
Random Baseline,1350,8,9,[0.0],0.0,89.71
Random Baseline,1350,9,10,[13.99],13.99,89.71
Random Baseline,1350,10,11,[57.68],57.68,89.71
Random Baseline,1350,11,12,[36.7],36.7,89.71
Random Baseline,1350,12,13,[0.85],0.85,89.71
Random Baseline,1350,13,14,[78.6],78.6,89.71
Random Baseline,1350,14,15,[0.0],0.0,89.71
Random Baseline,1350,15,16,[0.0],0.0,89.71
Random Baseline,1350,16,17,[0.0],0.0,89.71
Random Baseline,1350,17,18,[0.0],0.0,89.71
Random Baseline,1350,18,19,[9.96],9.96,89.71
Random Baseline,1350,19,20,[0.0],0.0,89.71
Random Baseline,1350,20,21,[8.93],8.93,89.71
Random Baseline,1350,21,22,[14.5],14.5,89.71
Random Baseline,1350,22,23,[7.59],7.59,89.71
Random Baseline,1350,23,24,[0.0],0.0,89.71
Random Baseline,1350,24,25,[0.0],0.0,89.71
Random Baseline,1350,25,26,[5.47],5.47,89.71
Random Baseline,1350,26,27,[5.29],5.29,89.71
Random Baseline,1350,27,28,[22.3],22.3,89.71
Random Baseline,1350,28,29,[0.0],0.0,89.71
Random Baseline,1350,29,30,[54.52],54.52,89.71
Random Baseline,1350,30,31,[29.82],29.82,89.71
Random Baseline,1350,31,32,[11.95],11.95,89.71
Random Baseline,1350,32,33,[0.0],0.0,89.71
Random Baseline,1350,33,34,[26.5],26.5,89.71
Random Baseline,1350,34,35,[37.58],37.58,89.71
Random Baseline,1350,35,36,[2.58],2.58,89.71
Random Baseline,1350,36,37,[0.0],0.0,89.71
Random Baseline,1350,37,38,[0.0],0.0,89.71
Random Baseline,1350,38,39,[71.81],71.81,89.71
Random Baseline,1350,39,40,[0.0],0.0,89.71
Random Baseline,1351,0,1,[8.16],8.16,8.16
Random Baseline,1351,1,2,[15.64],15.64,15.64
Random Baseline,1351,2,3,[0.0],0.0,15.64
Random Baseline,1351,3,4,[0.0],0.0,15.64
Random Baseline,1351,4,5,[5.3],5.3,15.64
Random Baseline,1351,5,6,[8.84],8.84,15.64
Random Baseline,1351,6,7,[0.0],0.0,15.64
Random Baseline,1351,7,8,[0.0],0.0,15.64
Random Baseline,1351,8,9,[30.75],30.75,30.75
Random Baseline,1351,9,10,[82.09],82.09,82.09
Random Baseline,1351,10,11,[4.48],4.48,82.09
Random Baseline,1351,11,12,[59.92],59.92,82.09
Random Baseline,1351,12,13,[80.65],80.65,82.09
Random Baseline,1351,13,14,[52.22],52.22,82.09
Random Baseline,1351,14,15,[83.83],83.83,83.83
Random Baseline,1351,15,16,[0.0],0.0,83.83
Random Baseline,1351,16,17,[0.0],0.0,83.83
Random Baseline,1351,17,18,[0.0],0.0,83.83
Random Baseline,1351,18,19,[0.0],0.0,83.83
Random Baseline,1351,19,20,[0.0],0.0,83.83
Random Baseline,1351,20,21,[1.95],1.95,83.83
Random Baseline,1351,21,22,[1.31],1.31,83.83
Random Baseline,1351,22,23,[0.0],0.0,83.83
Random Baseline,1351,23,24,[15.73],15.73,83.83
Random Baseline,1351,24,25,[53.43],53.43,83.83
Random Baseline,1351,25,26,[14.26],14.26,83.83
Random Baseline,1351,26,27,[5.85],5.85,83.83
Random Baseline,1351,27,28,[1.27],1.27,83.83
Random Baseline,1351,28,29,[5.67],5.67,83.83
Random Baseline,1351,29,30,[34.4],34.4,83.83
Random Baseline,1351,30,31,[18.55],18.55,83.83
Random Baseline,1351,31,32,[11.6],11.6,83.83
Random Baseline,1351,32,33,[13.99],13.99,83.83
Random Baseline,1351,33,34,[8.52],8.52,83.83
Random Baseline,1351,34,35,[0.0],0.0,83.83
Random Baseline,1351,35,36,[5.95],5.95,83.83
Random Baseline,1351,36,37,[74.3],74.3,83.83
Random Baseline,1351,37,38,[0.0],0.0,83.83
Random Baseline,1351,38,39,[0.0],0.0,83.83
Random Baseline,1351,39,40,[0.0],0.0,83.83
Random Baseline,1352,0,1,[0.0],0.0,0.0
Random Baseline,1352,1,2,[24.05],24.05,24.05
Random Baseline,1352,2,3,[9.88],9.88,24.05
Random Baseline,1352,3,4,[65.69],65.69,65.69
Random Baseline,1352,4,5,[0.7],0.7,65.69
Random Baseline,1352,5,6,[2.98],2.98,65.69
Random Baseline,1352,6,7,[48.64],48.64,65.69
Random Baseline,1352,7,8,[3.41],3.41,65.69
Random Baseline,1352,8,9,[4.26],4.26,65.69
Random Baseline,1352,9,10,[0.0],0.0,65.69
Random Baseline,1352,10,11,[13.02],13.02,65.69
Random Baseline,1352,11,12,[22.06],22.06,65.69
Random Baseline,1352,12,13,[1.9],1.9,65.69
Random Baseline,1352,13,14,[11.69],11.69,65.69
Random Baseline,1352,14,15,[5.19],5.19,65.69
Random Baseline,1352,15,16,[40.02],40.02,65.69
Random Baseline,1352,16,17,[19.51],19.51,65.69
Random Baseline,1352,17,18,[45.17],45.17,65.69
Random Baseline,1352,18,19,[9.32],9.32,65.69
Random Baseline,1352,19,20,[16.31],16.31,65.69
Random Baseline,1352,20,21,[0.0],0.0,65.69
Random Baseline,1352,21,22,[0.0],0.0,65.69
Random Baseline,1352,22,23,[8.4],8.4,65.69
Random Baseline,1352,23,24,[1.52],1.52,65.69
Random Baseline,1352,24,25,[0.0],0.0,65.69
Random Baseline,1352,25,26,[1.71],1.71,65.69
Random Baseline,1352,26,27,[7.03],7.03,65.69
Random Baseline,1352,27,28,[0.79],0.79,65.69
Random Baseline,1352,28,29,[29.06],29.06,65.69
Random Baseline,1352,29,30,[0.0],0.0,65.69
Random Baseline,1352,30,31,[0.0],0.0,65.69
Random Baseline,1352,31,32,[0.0],0.0,65.69
Random Baseline,1352,32,33,[0.0],0.0,65.69
Random Baseline,1352,33,34,[1.58],1.58,65.69
Random Baseline,1352,34,35,[0.0],0.0,65.69
Random Baseline,1352,35,36,[28.64],28.64,65.69
Random Baseline,1352,36,37,[17.0],17.0,65.69
Random Baseline,1352,37,38,[2.69],2.69,65.69
Random Baseline,1352,38,39,[3.08],3.08,65.69
Random Baseline,1352,39,40,[0.0],0.0,65.69
Random Baseline,1353,0,1,[0.0],0.0,0.0
Random Baseline,1353,1,2,[36.46],36.46,36.46
Random Baseline,1353,2,3,[0.0],0.0,36.46
Random Baseline,1353,3,4,[0.66],0.66,36.46
Random Baseline,1353,4,5,[4.61],4.61,36.46
Random Baseline,1353,5,6,[9.89],9.89,36.46
Random Baseline,1353,6,7,[18.59],18.59,36.46
Random Baseline,1353,7,8,[24.8],24.8,36.46
Random Baseline,1353,8,9,[19.32],19.32,36.46
Random Baseline,1353,9,10,[21.94],21.94,36.46
Random Baseline,1353,10,11,[0.0],0.0,36.46
Random Baseline,1353,11,12,[0.0],0.0,36.46
Random Baseline,1353,12,13,[0.0],0.0,36.46
Random Baseline,1353,13,14,[0.0],0.0,36.46
Random Baseline,1353,14,15,[0.0],0.0,36.46
Random Baseline,1353,15,16,[44.28],44.28,44.28
Random Baseline,1353,16,17,[9.55],9.55,44.28
Random Baseline,1353,17,18,[0.0],0.0,44.28
Random Baseline,1353,18,19,[40.47],40.47,44.28
Random Baseline,1353,19,20,[4.16],4.16,44.28
Random Baseline,1353,20,21,[0.0],0.0,44.28
Random Baseline,1353,21,22,[0.0],0.0,44.28
Random Baseline,1353,22,23,[76.34],76.34,76.34
Random Baseline,1353,23,24,[2.98],2.98,76.34
Random Baseline,1353,24,25,[4.15],4.15,76.34
Random Baseline,1353,25,26,[41.69],41.69,76.34
Random Baseline,1353,26,27,[16.71],16.71,76.34
Random Baseline,1353,27,28,[27.8],27.8,76.34
Random Baseline,1353,28,29,[62.82],62.82,76.34
Random Baseline,1353,29,30,[12.53],12.53,76.34
Random Baseline,1353,30,31,[0.0],0.0,76.34
Random Baseline,1353,31,32,[1.03],1.03,76.34
Random Baseline,1353,32,33,[2.83],2.83,76.34
Random Baseline,1353,33,34,[0.0],0.0,76.34
Random Baseline,1353,34,35,[10.98],10.98,76.34
Random Baseline,1353,35,36,[59.81],59.81,76.34
Random Baseline,1353,36,37,[0.0],0.0,76.34
Random Baseline,1353,37,38,[7.82],7.82,76.34
Random Baseline,1353,38,39,[41.35],41.35,76.34
Random Baseline,1353,39,40,[22.87],22.87,76.34
Random Baseline,1354,0,1,[52.22],52.22,52.22
Random Baseline,1354,1,2,[0.25],0.25,52.22
Random Baseline,1354,2,3,[4.61],4.61,52.22
Random Baseline,1354,3,4,[59.27],59.27,59.27
Random Baseline,1354,4,5,[31.55],31.55,59.27
Random Baseline,1354,5,6,[11.64],11.64,59.27
Random Baseline,1354,6,7,[6.45],6.45,59.27
Random Baseline,1354,7,8,[16.44],16.44,59.27
Random Baseline,1354,8,9,[48.91],48.91,59.27
Random Baseline,1354,9,10,[0.0],0.0,59.27
Random Baseline,1354,10,11,[14.99],14.99,59.27
Random Baseline,1354,11,12,[20.07],20.07,59.27
Random Baseline,1354,12,13,[30.77],30.77,59.27
Random Baseline,1354,13,14,[72.9],72.9,72.9
Random Baseline,1354,14,15,[22.75],22.75,72.9
Random Baseline,1354,15,16,[22.22],22.22,72.9
Random Baseline,1354,16,17,[21.8],21.8,72.9
Random Baseline,1354,17,18,[0.0],0.0,72.9
Random Baseline,1354,18,19,[32.36],32.36,72.9
Random Baseline,1354,19,20,[5.06],5.06,72.9
Random Baseline,1354,20,21,[18.16],18.16,72.9
Random Baseline,1354,21,22,[67.17],67.17,72.9
Random Baseline,1354,22,23,[27.16],27.16,72.9
Random Baseline,1354,23,24,[16.83],16.83,72.9
Random Baseline,1354,24,25,[0.65],0.65,72.9
Random Baseline,1354,25,26,[31.32],31.32,72.9
Random Baseline,1354,26,27,[0.0],0.0,72.9
Random Baseline,1354,27,28,[3.04],3.04,72.9
Random Baseline,1354,28,29,[15.86],15.86,72.9
Random Baseline,1354,29,30,[30.83],30.83,72.9
Random Baseline,1354,30,31,[10.46],10.46,72.9
Random Baseline,1354,31,32,[80.65],80.65,80.65
Random Baseline,1354,32,33,[14.36],14.36,80.65
Random Baseline,1354,33,34,[0.0],0.0,80.65
Random Baseline,1354,34,35,[26.88],26.88,80.65
Random Baseline,1354,35,36,[2.69],2.69,80.65
Random Baseline,1354,36,37,[33.65],33.65,80.65
Random Baseline,1354,37,38,[82.13],82.13,82.13
Random Baseline,1354,38,39,[19.13],19.13,82.13
Random Baseline,1354,39,40,[21.94],21.94,82.13
Random Baseline,1355,0,1,[18.16],18.16,18.16
Random Baseline,1355,1,2,[0.0],0.0,18.16
Random Baseline,1355,2,3,[68.71],68.71,68.71
Random Baseline,1355,3,4,[55.17],55.17,68.71
Random Baseline,1355,4,5,[84.64],84.64,84.64
Random Baseline,1355,5,6,[0.0],0.0,84.64
Random Baseline,1355,6,7,[4.87],4.87,84.64
Random Baseline,1355,7,8,[71.81],71.81,84.64
Random Baseline,1355,8,9,[0.0],0.0,84.64
Random Baseline,1355,9,10,[0.0],0.0,84.64
Random Baseline,1355,10,11,[36.9],36.9,84.64
Random Baseline,1355,11,12,[0.0],0.0,84.64
Random Baseline,1355,12,13,[51.37],51.37,84.64
Random Baseline,1355,13,14,[0.0],0.0,84.64
Random Baseline,1355,14,15,[3.79],3.79,84.64
Random Baseline,1355,15,16,[0.0],0.0,84.64
Random Baseline,1355,16,17,[48.21],48.21,84.64
Random Baseline,1355,17,18,[23.57],23.57,84.64
Random Baseline,1355,18,19,[48.15],48.15,84.64
Random Baseline,1355,19,20,[0.0],0.0,84.64
Random Baseline,1355,20,21,[80.69],80.69,84.64
Random Baseline,1355,21,22,[0.0],0.0,84.64
Random Baseline,1355,22,23,[44.74],44.74,84.64
Random Baseline,1355,23,24,[0.0],0.0,84.64
Random Baseline,1355,24,25,[46.33],46.33,84.64
Random Baseline,1355,25,26,[34.53],34.53,84.64
Random Baseline,1355,26,27,[24.59],24.59,84.64
Random Baseline,1355,27,28,[2.69],2.69,84.64
Random Baseline,1355,28,29,[18.44],18.44,84.64
Random Baseline,1355,29,30,[0.0],0.0,84.64
Random Baseline,1355,30,31,[0.0],0.0,84.64
Random Baseline,1355,31,32,[77.41],77.41,84.64
Random Baseline,1355,32,33,[21.74],21.74,84.64
Random Baseline,1355,33,34,[16.51],16.51,84.64
Random Baseline,1355,34,35,[86.46],86.46,86.46
Random Baseline,1355,35,36,[1.95],1.95,86.46
Random Baseline,1355,36,37,[26.48],26.48,86.46
Random Baseline,1355,37,38,[54.52],54.52,86.46
Random Baseline,1355,38,39,[0.91],0.91,86.46
Random Baseline,1355,39,40,[0.0],0.0,86.46
Random Baseline,1356,0,1,[0.0],0.0,0.0
Random Baseline,1356,1,2,[51.99],51.99,51.99
Random Baseline,1356,2,3,[14.53],14.53,51.99
Random Baseline,1356,3,4,[18.95],18.95,51.99
Random Baseline,1356,4,5,[38.44],38.44,51.99
Random Baseline,1356,5,6,[29.82],29.82,51.99
Random Baseline,1356,6,7,[2.69],2.69,51.99
Random Baseline,1356,7,8,[21.88],21.88,51.99
Random Baseline,1356,8,9,[19.77],19.77,51.99
Random Baseline,1356,9,10,[16.39],16.39,51.99
Random Baseline,1356,10,11,[0.0],0.0,51.99
Random Baseline,1356,11,12,[7.5],7.5,51.99
Random Baseline,1356,12,13,[0.0],0.0,51.99
Random Baseline,1356,13,14,[76.34],76.34,76.34
Random Baseline,1356,14,15,[0.0],0.0,76.34
Random Baseline,1356,15,16,[0.0],0.0,76.34
Random Baseline,1356,16,17,[29.14],29.14,76.34
Random Baseline,1356,17,18,[5.85],5.85,76.34
Random Baseline,1356,18,19,[13.79],13.79,76.34
Random Baseline,1356,19,20,[59.82],59.82,76.34
Random Baseline,1356,20,21,[27.41],27.41,76.34
Random Baseline,1356,21,22,[0.0],0.0,76.34
Random Baseline,1356,22,23,[98.49],98.49,98.49
Random Baseline,1356,23,24,[26.33],26.33,98.49
Random Baseline,1356,24,25,[12.77],12.77,98.49
Random Baseline,1356,25,26,[70.26],70.26,98.49
Random Baseline,1356,26,27,[28.15],28.15,98.49
Random Baseline,1356,27,28,[2.48],2.48,98.49
Random Baseline,1356,28,29,[0.0],0.0,98.49
Random Baseline,1356,29,30,[0.0],0.0,98.49
Random Baseline,1356,30,31,[2.49],2.49,98.49
Random Baseline,1356,31,32,[0.0],0.0,98.49
Random Baseline,1356,32,33,[26.69],26.69,98.49
Random Baseline,1356,33,34,[11.26],11.26,98.49
Random Baseline,1356,34,35,[36.97],36.97,98.49
Random Baseline,1356,35,36,[52.08],52.08,98.49
Random Baseline,1356,36,37,[30.21],30.21,98.49
Random Baseline,1356,37,38,[28.17],28.17,98.49
Random Baseline,1356,38,39,[5.53],5.53,98.49
Random Baseline,1356,39,40,[38.45],38.45,98.49
Random Baseline,1357,0,1,[83.83],83.83,83.83
Random Baseline,1357,1,2,[34.45],34.45,83.83
Random Baseline,1357,2,3,[64.48],64.48,83.83
Random Baseline,1357,3,4,[1.8],1.8,83.83
Random Baseline,1357,4,5,[11.19],11.19,83.83
Random Baseline,1357,5,6,[28.4],28.4,83.83
Random Baseline,1357,6,7,[0.0],0.0,83.83
Random Baseline,1357,7,8,[8.43],8.43,83.83
Random Baseline,1357,8,9,[17.93],17.93,83.83
Random Baseline,1357,9,10,[21.77],21.77,83.83
Random Baseline,1357,10,11,[99.81],99.81,99.81
Random Baseline,1357,11,12,[4.23],4.23,99.81
Random Baseline,1357,12,13,[17.74],17.74,99.81
Random Baseline,1357,13,14,[4.98],4.98,99.81
Random Baseline,1357,14,15,[61.71],61.71,99.81
Random Baseline,1357,15,16,[14.19],14.19,99.81
Random Baseline,1357,16,17,[51.37],51.37,99.81
Random Baseline,1357,17,18,[0.0],0.0,99.81
Random Baseline,1357,18,19,[3.96],3.96,99.81
Random Baseline,1357,19,20,[17.53],17.53,99.81
Random Baseline,1357,20,21,[16.82],16.82,99.81
Random Baseline,1357,21,22,[28.93],28.93,99.81
Random Baseline,1357,22,23,[0.0],0.0,99.81
Random Baseline,1357,23,24,[78.95],78.95,99.81
Random Baseline,1357,24,25,[52.47],52.47,99.81
Random Baseline,1357,25,26,[14.53],14.53,99.81
Random Baseline,1357,26,27,[25.31],25.31,99.81
Random Baseline,1357,27,28,[9.87],9.87,99.81
Random Baseline,1357,28,29,[48.21],48.21,99.81
Random Baseline,1357,29,30,[26.69],26.69,99.81
Random Baseline,1357,30,31,[0.0],0.0,99.81
Random Baseline,1357,31,32,[0.0],0.0,99.81
Random Baseline,1357,32,33,[55.96],55.96,99.81
Random Baseline,1357,33,34,[14.68],14.68,99.81
Random Baseline,1357,34,35,[28.15],28.15,99.81
Random Baseline,1357,35,36,[38.53],38.53,99.81
Random Baseline,1357,36,37,[13.22],13.22,99.81
Random Baseline,1357,37,38,[43.05],43.05,99.81
Random Baseline,1357,38,39,[80.86],80.86,99.81
Random Baseline,1357,39,40,[52.22],52.22,99.81
Random Baseline,1358,0,1,[53.46],53.46,53.46
Random Baseline,1358,1,2,[50.69],50.69,53.46
Random Baseline,1358,2,3,[0.0],0.0,53.46
Random Baseline,1358,3,4,[0.0],0.0,53.46
Random Baseline,1358,4,5,[31.29],31.29,53.46
Random Baseline,1358,5,6,[15.64],15.64,53.46
Random Baseline,1358,6,7,[13.46],13.46,53.46
Random Baseline,1358,7,8,[9.14],9.14,53.46
Random Baseline,1358,8,9,[0.0],0.0,53.46
Random Baseline,1358,9,10,[26.64],26.64,53.46
Random Baseline,1358,10,11,[75.22],75.22,75.22
Random Baseline,1358,11,12,[0.0],0.0,75.22
Random Baseline,1358,12,13,[64.12],64.12,75.22
Random Baseline,1358,13,14,[30.41],30.41,75.22
Random Baseline,1358,14,15,[3.14],3.14,75.22
Random Baseline,1358,15,16,[29.56],29.56,75.22
Random Baseline,1358,16,17,[0.95],0.95,75.22
Random Baseline,1358,17,18,[17.16],17.16,75.22
Random Baseline,1358,18,19,[0.0],0.0,75.22
Random Baseline,1358,19,20,[0.0],0.0,75.22
Random Baseline,1358,20,21,[48.86],48.86,75.22
Random Baseline,1358,21,22,[49.09],49.09,75.22
Random Baseline,1358,22,23,[39.81],39.81,75.22
Random Baseline,1358,23,24,[0.0],0.0,75.22
Random Baseline,1358,24,25,[36.98],36.98,75.22
Random Baseline,1358,25,26,[11.68],11.68,75.22
Random Baseline,1358,26,27,[40.76],40.76,75.22
Random Baseline,1358,27,28,[0.0],0.0,75.22
Random Baseline,1358,28,29,[13.89],13.89,75.22
Random Baseline,1358,29,30,[5.13],5.13,75.22
Random Baseline,1358,30,31,[96.38],96.38,96.38
Random Baseline,1358,31,32,[35.07],35.07,96.38
Random Baseline,1358,32,33,[0.0],0.0,96.38
Random Baseline,1358,33,34,[3.8],3.8,96.38
Random Baseline,1358,34,35,[55.41],55.41,96.38
Random Baseline,1358,35,36,[86.14],86.14,96.38
Random Baseline,1358,36,37,[20.05],20.05,96.38
Random Baseline,1358,37,38,[1.12],1.12,96.38
Random Baseline,1358,38,39,[0.0],0.0,96.38
Random Baseline,1358,39,40,[3.18],3.18,96.38
Random Baseline,1359,0,1,[0.0],0.0,0.0
Random Baseline,1359,1,2,[4.61],4.61,4.61
Random Baseline,1359,2,3,[61.71],61.71,61.71
Random Baseline,1359,3,4,[0.0],0.0,61.71
Random Baseline,1359,4,5,[33.97],33.97,61.71
Random Baseline,1359,5,6,[2.15],2.15,61.71
Random Baseline,1359,6,7,[0.0],0.0,61.71
Random Baseline,1359,7,8,[22.02],22.02,61.71
Random Baseline,1359,8,9,[54.55],54.55,61.71
Random Baseline,1359,9,10,[0.0],0.0,61.71
Random Baseline,1359,10,11,[2.53],2.53,61.71
Random Baseline,1359,11,12,[1.03],1.03,61.71
Random Baseline,1359,12,13,[24.11],24.11,61.71
Random Baseline,1359,13,14,[0.0],0.0,61.71
Random Baseline,1359,14,15,[20.04],20.04,61.71
Random Baseline,1359,15,16,[2.15],2.15,61.71
Random Baseline,1359,16,17,[17.09],17.09,61.71
Random Baseline,1359,17,18,[12.01],12.01,61.71
Random Baseline,1359,18,19,[7.34],7.34,61.71
Random Baseline,1359,19,20,[14.81],14.81,61.71
Random Baseline,1359,20,21,[39.5],39.5,61.71
Random Baseline,1359,21,22,[76.34],76.34,76.34
Random Baseline,1359,22,23,[0.0],0.0,76.34
Random Baseline,1359,23,24,[3.04],3.04,76.34
Random Baseline,1359,24,25,[53.46],53.46,76.34
Random Baseline,1359,25,26,[24.25],24.25,76.34
Random Baseline,1359,26,27,[8.06],8.06,76.34
Random Baseline,1359,27,28,[21.8],21.8,76.34
Random Baseline,1359,28,29,[0.0],0.0,76.34
Random Baseline,1359,29,30,[47.03],47.03,76.34
Random Baseline,1359,30,31,[0.0],0.0,76.34
Random Baseline,1359,31,32,[7.65],7.65,76.34
Random Baseline,1359,32,33,[58.4],58.4,76.34
Random Baseline,1359,33,34,[3.41],3.41,76.34
Random Baseline,1359,34,35,[30.21],30.21,76.34
Random Baseline,1359,35,36,[0.0],0.0,76.34
Random Baseline,1359,36,37,[20.87],20.87,76.34
Random Baseline,1359,37,38,[18.38],18.38,76.34
Random Baseline,1359,38,39,[0.51],0.51,76.34
Random Baseline,1359,39,40,[0.0],0.0,76.34
Random Baseline,1360,0,1,[0.0],0.0,0.0
Random Baseline,1360,1,2,[23.1],23.1,23.1
