Substance encoding,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield
Random Baseline,1360,2,3,[48.64],48.64,48.64
Random Baseline,1360,3,4,[0.0],0.0,48.64
Random Baseline,1360,4,5,[46.75],46.75,48.64
Random Baseline,1360,5,6,[63.13],63.13,63.13
Random Baseline,1360,6,7,[0.0],0.0,63.13
Random Baseline,1360,7,8,[14.53],14.53,63.13
Random Baseline,1360,8,9,[3.04],3.04,63.13
Random Baseline,1360,9,10,[3.28],3.28,63.13
Random Baseline,1360,10,11,[25.69],25.69,63.13
Random Baseline,1360,11,12,[0.0],0.0,63.13
Random Baseline,1360,12,13,[89.95],89.95,89.95
Random Baseline,1360,13,14,[11.69],11.69,89.95
Random Baseline,1360,14,15,[38.15],38.15,89.95
Random Baseline,1360,15,16,[6.39],6.39,89.95
Random Baseline,1360,16,17,[0.0],0.0,89.95
Random Baseline,1360,17,18,[0.0],0.0,89.95
Random Baseline,1360,18,19,[12.25],12.25,89.95
Random Baseline,1360,19,20,[86.14],86.14,89.95
Random Baseline,1360,20,21,[0.58],0.58,89.95
Random Baseline,1360,21,22,[0.0],0.0,89.95
Random Baseline,1360,22,23,[45.01],45.01,89.95
Random Baseline,1360,23,24,[0.0],0.0,89.95
Random Baseline,1360,24,25,[42.3],42.3,89.95
Random Baseline,1360,25,26,[8.16],8.16,89.95
Random Baseline,1360,26,27,[0.0],0.0,89.95
Random Baseline,1360,27,28,[28.11],28.11,89.95
Random Baseline,1360,28,29,[0.0],0.0,89.95
Random Baseline,1360,29,30,[31.58],31.58,89.95
Random Baseline,1360,30,31,[0.0],0.0,89.95
Random Baseline,1360,31,32,[0.0],0.0,89.95
Random Baseline,1360,32,33,[0.0],0.0,89.95
Random Baseline,1360,33,34,[0.0],0.0,89.95
Random Baseline,1360,34,35,[46.33],46.33,89.95
Random Baseline,1360,35,36,[75.46],75.46,89.95
Random Baseline,1360,36,37,[17.53],17.53,89.95
Random Baseline,1360,37,38,[1.89],1.89,89.95
Random Baseline,1360,38,39,[76.68],76.68,89.95
Random Baseline,1360,39,40,[0.0],0.0,89.95
Random Baseline,1361,0,1,[8.14],8.14,8.14
Random Baseline,1361,1,2,[96.38],96.38,96.38
Random Baseline,1361,2,3,[66.27],66.27,96.38
Random Baseline,1361,3,4,[52.56],52.56,96.38
Random Baseline,1361,4,5,[7.34],7.34,96.38
Random Baseline,1361,5,6,[0.26],0.26,96.38
Random Baseline,1361,6,7,[36.14],36.14,96.38
Random Baseline,1361,7,8,[13.71],13.71,96.38
Random Baseline,1361,8,9,[7.74],7.74,96.38
Random Baseline,1361,9,10,[3.96],3.96,96.38
Random Baseline,1361,10,11,[0.0],0.0,96.38
Random Baseline,1361,11,12,[24.56],24.56,96.38
Random Baseline,1361,12,13,[8.23],8.23,96.38
Random Baseline,1361,13,14,[33.6],33.6,96.38
Random Baseline,1361,14,15,[3.55],3.55,96.38
Random Baseline,1361,15,16,[39.39],39.39,96.38
Random Baseline,1361,16,17,[16.04],16.04,96.38
Random Baseline,1361,17,18,[0.0],0.0,96.38
Random Baseline,1361,18,19,[84.17],84.17,96.38
Random Baseline,1361,19,20,[32.71],32.71,96.38
Random Baseline,1361,20,21,[0.0],0.0,96.38
Random Baseline,1361,21,22,[0.57],0.57,96.38
Random Baseline,1361,22,23,[7.84],7.84,96.38
Random Baseline,1361,23,24,[48.21],48.21,96.38
Random Baseline,1361,24,25,[1.16],1.16,96.38
Random Baseline,1361,25,26,[0.0],0.0,96.38
Random Baseline,1361,26,27,[31.38],31.38,96.38
Random Baseline,1361,27,28,[5.15],5.15,96.38
Random Baseline,1361,28,29,[0.0],0.0,96.38
Random Baseline,1361,29,30,[0.0],0.0,96.38
Random Baseline,1361,30,31,[83.85],83.85,96.38
Random Baseline,1361,31,32,[2.64],2.64,96.38
Random Baseline,1361,32,33,[3.79],3.79,96.38
Random Baseline,1361,33,34,[6.7],6.7,96.38
Random Baseline,1361,34,35,[0.0],0.0,96.38
Random Baseline,1361,35,36,[5.75],5.75,96.38
Random Baseline,1361,36,37,[38.48],38.48,96.38
Random Baseline,1361,37,38,[0.0],0.0,96.38
Random Baseline,1361,38,39,[0.48],0.48,96.38
Random Baseline,1361,39,40,[88.82],88.82,96.38
Random Baseline,1362,0,1,[38.53],38.53,38.53
Random Baseline,1362,1,2,[16.76],16.76,38.53
Random Baseline,1362,2,3,[2.65],2.65,38.53
Random Baseline,1362,3,4,[0.0],0.0,38.53
Random Baseline,1362,4,5,[7.34],7.34,38.53
Random Baseline,1362,5,6,[18.93],18.93,38.53
Random Baseline,1362,6,7,[11.61],11.61,38.53
Random Baseline,1362,7,8,[6.44],6.44,38.53
Random Baseline,1362,8,9,[0.0],0.0,38.53
Random Baseline,1362,9,10,[32.37],32.37,38.53
Random Baseline,1362,10,11,[0.0],0.0,38.53
Random Baseline,1362,11,12,[0.0],0.0,38.53
Random Baseline,1362,12,13,[3.69],3.69,38.53
Random Baseline,1362,13,14,[59.83],59.83,59.83
Random Baseline,1362,14,15,[83.85],83.85,83.85
Random Baseline,1362,15,16,[52.23],52.23,83.85
Random Baseline,1362,16,17,[13.11],13.11,83.85
Random Baseline,1362,17,18,[1.31],1.31,83.85
Random Baseline,1362,18,19,[0.0],0.0,83.85
Random Baseline,1362,19,20,[0.0],0.0,83.85
Random Baseline,1362,20,21,[5.69],5.69,83.85
Random Baseline,1362,21,22,[0.0],0.0,83.85
Random Baseline,1362,22,23,[26.3],26.3,83.85
Random Baseline,1362,23,24,[0.0],0.0,83.85
Random Baseline,1362,24,25,[0.0],0.0,83.85
Random Baseline,1362,25,26,[0.0],0.0,83.85
Random Baseline,1362,26,27,[0.0],0.0,83.85
Random Baseline,1362,27,28,[0.0],0.0,83.85
Random Baseline,1362,28,29,[32.36],32.36,83.85
Random Baseline,1362,29,30,[39.81],39.81,83.85
Random Baseline,1362,30,31,[20.35],20.35,83.85
Random Baseline,1362,31,32,[0.0],0.0,83.85
Random Baseline,1362,32,33,[5.49],5.49,83.85
Random Baseline,1362,33,34,[13.09],13.09,83.85
Random Baseline,1362,34,35,[0.0],0.0,83.85
Random Baseline,1362,35,36,[68.31],68.31,83.85
Random Baseline,1362,36,37,[14.5],14.5,83.85
Random Baseline,1362,37,38,[0.0],0.0,83.85
Random Baseline,1362,38,39,[61.67],61.67,83.85
Random Baseline,1362,39,40,[70.26],70.26,83.85
Random Baseline,1363,0,1,[7.61],7.61,7.61
Random Baseline,1363,1,2,[75.4],75.4,75.4
Random Baseline,1363,2,3,[3.35],3.35,75.4
Random Baseline,1363,3,4,[47.33],47.33,75.4
Random Baseline,1363,4,5,[6.77],6.77,75.4
Random Baseline,1363,5,6,[0.0],0.0,75.4
Random Baseline,1363,6,7,[23.1],23.1,75.4
Random Baseline,1363,7,8,[0.0],0.0,75.4
Random Baseline,1363,8,9,[99.81],99.81,99.81
Random Baseline,1363,9,10,[11.24],11.24,99.81
Random Baseline,1363,10,11,[35.61],35.61,99.81
Random Baseline,1363,11,12,[0.0],0.0,99.81
Random Baseline,1363,12,13,[23.75],23.75,99.81
Random Baseline,1363,13,14,[6.39],6.39,99.81
Random Baseline,1363,14,15,[0.0],0.0,99.81
Random Baseline,1363,15,16,[4.77],4.77,99.81
Random Baseline,1363,16,17,[16.39],16.39,99.81
Random Baseline,1363,17,18,[23.23],23.23,99.81
Random Baseline,1363,18,19,[40.43],40.43,99.81
Random Baseline,1363,19,20,[4.3],4.3,99.81
Random Baseline,1363,20,21,[39.2],39.2,99.81
Random Baseline,1363,21,22,[0.0],0.0,99.81
Random Baseline,1363,22,23,[5.62],5.62,99.81
Random Baseline,1363,23,24,[7.82],7.82,99.81
Random Baseline,1363,24,25,[0.0],0.0,99.81
Random Baseline,1363,25,26,[41.64],41.64,99.81
Random Baseline,1363,26,27,[0.0],0.0,99.81
Random Baseline,1363,27,28,[0.0],0.0,99.81
Random Baseline,1363,28,29,[5.3],5.3,99.81
Random Baseline,1363,29,30,[2.58],2.58,99.81
Random Baseline,1363,30,31,[0.0],0.0,99.81
Random Baseline,1363,31,32,[0.0],0.0,99.81
Random Baseline,1363,32,33,[23.51],23.51,99.81
Random Baseline,1363,33,34,[13.78],13.78,99.81
Random Baseline,1363,34,35,[20.05],20.05,99.81
Random Baseline,1363,35,36,[0.0],0.0,99.81
Random Baseline,1363,36,37,[46.57],46.57,99.81
Random Baseline,1363,37,38,[3.78],3.78,99.81
Random Baseline,1363,38,39,[17.93],17.93,99.81
Random Baseline,1363,39,40,[31.14],31.14,99.81
Random Baseline,1364,0,1,[0.0],0.0,0.0
Random Baseline,1364,1,2,[76.24],76.24,76.24
Random Baseline,1364,2,3,[0.0],0.0,76.24
Random Baseline,1364,3,4,[0.0],0.0,76.24
Random Baseline,1364,4,5,[96.38],96.38,96.38
Random Baseline,1364,5,6,[0.0],0.0,96.38
Random Baseline,1364,6,7,[8.85],8.85,96.38
Random Baseline,1364,7,8,[62.33],62.33,96.38
Random Baseline,1364,8,9,[3.24],3.24,96.38
Random Baseline,1364,9,10,[14.43],14.43,96.38
Random Baseline,1364,10,11,[13.79],13.79,96.38
Random Baseline,1364,11,12,[4.23],4.23,96.38
Random Baseline,1364,12,13,[11.68],11.68,96.38
Random Baseline,1364,13,14,[27.88],27.88,96.38
Random Baseline,1364,14,15,[0.25],0.25,96.38
Random Baseline,1364,15,16,[2.78],2.78,96.38
Random Baseline,1364,16,17,[1.58],1.58,96.38
Random Baseline,1364,17,18,[3.57],3.57,96.38
Random Baseline,1364,18,19,[31.32],31.32,96.38
Random Baseline,1364,19,20,[0.0],0.0,96.38
Random Baseline,1364,20,21,[0.0],0.0,96.38
Random Baseline,1364,21,22,[11.83],11.83,96.38
Random Baseline,1364,22,23,[0.0],0.0,96.38
Random Baseline,1364,23,24,[0.0],0.0,96.38
Random Baseline,1364,24,25,[1.16],1.16,96.38
Random Baseline,1364,25,26,[39.39],39.39,96.38
Random Baseline,1364,26,27,[19.64],19.64,96.38
Random Baseline,1364,27,28,[77.52],77.52,96.38
Random Baseline,1364,28,29,[0.0],0.0,96.38
Random Baseline,1364,29,30,[0.0],0.0,96.38
Random Baseline,1364,30,31,[48.64],48.64,96.38
Random Baseline,1364,31,32,[64.12],64.12,96.38
Random Baseline,1364,32,33,[12.44],12.44,96.38
Random Baseline,1364,33,34,[4.97],4.97,96.38
Random Baseline,1364,34,35,[2.01],2.01,96.38
Random Baseline,1364,35,36,[0.0],0.0,96.38
Random Baseline,1364,36,37,[7.15],7.15,96.38
Random Baseline,1364,37,38,[0.0],0.0,96.38
Random Baseline,1364,38,39,[0.0],0.0,96.38
Random Baseline,1364,39,40,[5.36],5.36,96.38
Random Baseline,1365,0,1,[0.0],0.0,0.0
Random Baseline,1365,1,2,[1.95],1.95,1.95
Random Baseline,1365,2,3,[9.52],9.52,9.52
Random Baseline,1365,3,4,[0.0],0.0,9.52
Random Baseline,1365,4,5,[61.71],61.71,61.71
Random Baseline,1365,5,6,[29.57],29.57,61.71
Random Baseline,1365,6,7,[0.0],0.0,61.71
Random Baseline,1365,7,8,[21.43],21.43,61.71
Random Baseline,1365,8,9,[0.0],0.0,61.71
Random Baseline,1365,9,10,[6.24],6.24,61.71
Random Baseline,1365,10,11,[27.48],27.48,61.71
Random Baseline,1365,11,12,[0.0],0.0,61.71
Random Baseline,1365,12,13,[2.69],2.69,61.71
Random Baseline,1365,13,14,[8.88],8.88,61.71
Random Baseline,1365,14,15,[11.95],11.95,61.71
Random Baseline,1365,15,16,[54.67],54.67,61.71
Random Baseline,1365,16,17,[88.89],88.89,88.89
Random Baseline,1365,17,18,[4.78],4.78,88.89
Random Baseline,1365,18,19,[7.36],7.36,88.89
Random Baseline,1365,19,20,[3.41],3.41,88.89
Random Baseline,1365,20,21,[0.0],0.0,88.89
Random Baseline,1365,21,22,[86.14],86.14,88.89
Random Baseline,1365,22,23,[31.55],31.55,88.89
Random Baseline,1365,23,24,[0.0],0.0,88.89
Random Baseline,1365,24,25,[43.2],43.2,88.89
Random Baseline,1365,25,26,[14.83],14.83,88.89
Random Baseline,1365,26,27,[0.0],0.0,88.89
Random Baseline,1365,27,28,[17.93],17.93,88.89
Random Baseline,1365,28,29,[0.0],0.0,88.89
Random Baseline,1365,29,30,[6.38],6.38,88.89
Random Baseline,1365,30,31,[0.0],0.0,88.89
Random Baseline,1365,31,32,[2.81],2.81,88.89
Random Baseline,1365,32,33,[5.41],5.41,88.89
Random Baseline,1365,33,34,[44.47],44.47,88.89
Random Baseline,1365,34,35,[53.43],53.43,88.89
Random Baseline,1365,35,36,[0.0],0.0,88.89
Random Baseline,1365,36,37,[50.75],50.75,88.89
Random Baseline,1365,37,38,[6.98],6.98,88.89
Random Baseline,1365,38,39,[49.57],49.57,88.89
Random Baseline,1365,39,40,[52.77],52.77,88.89
Random Baseline,1366,0,1,[40.76],40.76,40.76
Random Baseline,1366,1,2,[0.0],0.0,40.76
Random Baseline,1366,2,3,[6.45],6.45,40.76
Random Baseline,1366,3,4,[7.43],7.43,40.76
Random Baseline,1366,4,5,[0.0],0.0,40.76
Random Baseline,1366,5,6,[0.0],0.0,40.76
Random Baseline,1366,6,7,[30.29],30.29,40.76
Random Baseline,1366,7,8,[10.05],10.05,40.76
Random Baseline,1366,8,9,[62.34],62.34,62.34
Random Baseline,1366,9,10,[8.21],8.21,62.34
Random Baseline,1366,10,11,[0.0],0.0,62.34
Random Baseline,1366,11,12,[25.86],25.86,62.34
Random Baseline,1366,12,13,[20.22],20.22,62.34
Random Baseline,1366,13,14,[15.72],15.72,62.34
Random Baseline,1366,14,15,[0.0],0.0,62.34
Random Baseline,1366,15,16,[0.0],0.0,62.34
Random Baseline,1366,16,17,[76.63],76.63,76.63
Random Baseline,1366,17,18,[36.18],36.18,76.63
Random Baseline,1366,18,19,[9.72],9.72,76.63
Random Baseline,1366,19,20,[0.0],0.0,76.63
Random Baseline,1366,20,21,[0.83],0.83,76.63
Random Baseline,1366,21,22,[0.0],0.0,76.63
Random Baseline,1366,22,23,[0.0],0.0,76.63
Random Baseline,1366,23,24,[4.3],4.3,76.63
Random Baseline,1366,24,25,[2.45],2.45,76.63
Random Baseline,1366,25,26,[1.23],1.23,76.63
Random Baseline,1366,26,27,[2.64],2.64,76.63
Random Baseline,1366,27,28,[16.71],16.71,76.63
Random Baseline,1366,28,29,[0.0],0.0,76.63
Random Baseline,1366,29,30,[19.77],19.77,76.63
Random Baseline,1366,30,31,[0.0],0.0,76.63
Random Baseline,1366,31,32,[0.0],0.0,76.63
Random Baseline,1366,32,33,[49.22],49.22,76.63
Random Baseline,1366,33,34,[0.0],0.0,76.63
Random Baseline,1366,34,35,[0.0],0.0,76.63
Random Baseline,1366,35,36,[1.62],1.62,76.63
Random Baseline,1366,36,37,[0.0],0.0,76.63
Random Baseline,1366,37,38,[13.88],13.88,76.63
Random Baseline,1366,38,39,[84.03],84.03,84.03
Random Baseline,1366,39,40,[0.0],0.0,84.03
Random Baseline,1367,0,1,[13.99],13.99,13.99
Random Baseline,1367,1,2,[0.0],0.0,13.99
Random Baseline,1367,2,3,[98.38],98.38,98.38
Random Baseline,1367,3,4,[0.0],0.0,98.38
Random Baseline,1367,4,5,[95.48],95.48,98.38
Random Baseline,1367,5,6,[11.65],11.65,98.38
Random Baseline,1367,6,7,[51.83],51.83,98.38
Random Baseline,1367,7,8,[0.0],0.0,98.38
Random Baseline,1367,8,9,[9.14],9.14,98.38
Random Baseline,1367,9,10,[0.0],0.0,98.38
Random Baseline,1367,10,11,[21.34],21.34,98.38
Random Baseline,1367,11,12,[29.16],29.16,98.38
Random Baseline,1367,12,13,[1.23],1.23,98.38
Random Baseline,1367,13,14,[0.0],0.0,98.38
Random Baseline,1367,14,15,[0.0],0.0,98.38
Random Baseline,1367,15,16,[6.2],6.2,98.38
Random Baseline,1367,16,17,[6.15],6.15,98.38
Random Baseline,1367,17,18,[4.78],4.78,98.38
Random Baseline,1367,18,19,[0.0],0.0,98.38
Random Baseline,1367,19,20,[29.56],29.56,98.38
Random Baseline,1367,20,21,[20.5],20.5,98.38
Random Baseline,1367,21,22,[0.0],0.0,98.38
Random Baseline,1367,22,23,[1.92],1.92,98.38
Random Baseline,1367,23,24,[0.0],0.0,98.38
Random Baseline,1367,24,25,[14.68],14.68,98.38
Random Baseline,1367,25,26,[25.35],25.35,98.38
Random Baseline,1367,26,27,[44.74],44.74,98.38
Random Baseline,1367,27,28,[7.02],7.02,98.38
Random Baseline,1367,28,29,[84.62],84.62,98.38
Random Baseline,1367,29,30,[16.04],16.04,98.38
Random Baseline,1367,30,31,[15.16],15.16,98.38
Random Baseline,1367,31,32,[76.68],76.68,98.38
Random Baseline,1367,32,33,[3.51],3.51,98.38
Random Baseline,1367,33,34,[0.0],0.0,98.38
Random Baseline,1367,34,35,[0.0],0.0,98.38
Random Baseline,1367,35,36,[6.42],6.42,98.38
Random Baseline,1367,36,37,[14.58],14.58,98.38
Random Baseline,1367,37,38,[80.39],80.39,98.38
Random Baseline,1367,38,39,[76.85],76.85,98.38
Random Baseline,1367,39,40,[0.0],0.0,98.38
Random Baseline,1368,0,1,[2.72],2.72,2.72
Random Baseline,1368,1,2,[53.61],53.61,53.61
Random Baseline,1368,2,3,[25.86],25.86,53.61
Random Baseline,1368,3,4,[0.0],0.0,53.61
Random Baseline,1368,4,5,[36.98],36.98,53.61
Random Baseline,1368,5,6,[5.91],5.91,53.61
Random Baseline,1368,6,7,[0.0],0.0,53.61
Random Baseline,1368,7,8,[21.09],21.09,53.61
Random Baseline,1368,8,9,[18.38],18.38,53.61
Random Baseline,1368,9,10,[0.0],0.0,53.61
Random Baseline,1368,10,11,[39.57],39.57,53.61
Random Baseline,1368,11,12,[37.37],37.37,53.61
Random Baseline,1368,12,13,[4.23],4.23,53.61
Random Baseline,1368,13,14,[9.59],9.59,53.61
Random Baseline,1368,14,15,[22.65],22.65,53.61
Random Baseline,1368,15,16,[14.75],14.75,53.61
Random Baseline,1368,16,17,[0.0],0.0,53.61
Random Baseline,1368,17,18,[89.71],89.71,89.71
Random Baseline,1368,18,19,[0.0],0.0,89.71
Random Baseline,1368,19,20,[0.0],0.0,89.71
Random Baseline,1368,20,21,[32.43],32.43,89.71
Random Baseline,1368,21,22,[10.49],10.49,89.71
Random Baseline,1368,22,23,[44.48],44.48,89.71
Random Baseline,1368,23,24,[0.0],0.0,89.71
Random Baseline,1368,24,25,[70.8],70.8,89.71
Random Baseline,1368,25,26,[1.58],1.58,89.71
Random Baseline,1368,26,27,[0.0],0.0,89.71
Random Baseline,1368,27,28,[4.94],4.94,89.71
Random Baseline,1368,28,29,[1.13],1.13,89.71
Random Baseline,1368,29,30,[86.37],86.37,89.71
Random Baseline,1368,30,31,[5.4],5.4,89.71
Random Baseline,1368,31,32,[0.0],0.0,89.71
Random Baseline,1368,32,33,[69.2],69.2,89.71
Random Baseline,1368,33,34,[45.01],45.01,89.71
Random Baseline,1368,34,35,[9.03],9.03,89.71
Random Baseline,1368,35,36,[0.0],0.0,89.71
Random Baseline,1368,36,37,[0.04],0.04,89.71
Random Baseline,1368,37,38,[11.52],11.52,89.71
Random Baseline,1368,38,39,[9.6],9.6,89.71
Random Baseline,1368,39,40,[68.53],68.53,89.71
Random Baseline,1369,0,1,[6.15],6.15,6.15
Random Baseline,1369,1,2,[25.77],25.77,25.77
Random Baseline,1369,2,3,[0.0],0.0,25.77
Random Baseline,1369,3,4,[7.43],7.43,25.77
Random Baseline,1369,4,5,[36.32],36.32,36.32
Random Baseline,1369,5,6,[22.92],22.92,36.32
Random Baseline,1369,6,7,[18.59],18.59,36.32
Random Baseline,1369,7,8,[0.0],0.0,36.32
Random Baseline,1369,8,9,[0.0],0.0,36.32
Random Baseline,1369,9,10,[46.46],46.46,46.46
Random Baseline,1369,10,11,[19.51],19.51,46.46
Random Baseline,1369,11,12,[13.19],13.19,46.46
Random Baseline,1369,12,13,[43.12],43.12,46.46
Random Baseline,1369,13,14,[10.46],10.46,46.46
Random Baseline,1369,14,15,[24.05],24.05,46.46
Random Baseline,1369,15,16,[22.3],22.3,46.46
Random Baseline,1369,16,17,[10.59],10.59,46.46
Random Baseline,1369,17,18,[11.68],11.68,46.46
Random Baseline,1369,18,19,[0.0],0.0,46.46
Random Baseline,1369,19,20,[0.0],0.0,46.46
Random Baseline,1369,20,21,[0.0],0.0,46.46
Random Baseline,1369,21,22,[12.78],12.78,46.46
Random Baseline,1369,22,23,[12.19],12.19,46.46
Random Baseline,1369,23,24,[30.15],30.15,46.46
Random Baseline,1369,24,25,[19.02],19.02,46.46
Random Baseline,1369,25,26,[36.14],36.14,46.46
Random Baseline,1369,26,27,[53.52],53.52,53.52
Random Baseline,1369,27,28,[29.17],29.17,53.52
Random Baseline,1369,28,29,[0.85],0.85,53.52
Random Baseline,1369,29,30,[3.1],3.1,53.52
Random Baseline,1369,30,31,[22.92],22.92,53.52
Random Baseline,1369,31,32,[16.85],16.85,53.52
Random Baseline,1369,32,33,[0.0],0.0,53.52
Random Baseline,1369,33,34,[24.55],24.55,53.52
Random Baseline,1369,34,35,[32.37],32.37,53.52
Random Baseline,1369,35,36,[0.0],0.0,53.52
Random Baseline,1369,36,37,[0.0],0.0,53.52
Random Baseline,1369,37,38,[5.68],5.68,53.52
Random Baseline,1369,38,39,[7.03],7.03,53.52
Random Baseline,1369,39,40,[7.59],7.59,53.52
Random Baseline,1370,0,1,[92.03],92.03,92.03
Random Baseline,1370,1,2,[5.29],5.29,92.03
Random Baseline,1370,2,3,[37.4],37.4,92.03
Random Baseline,1370,3,4,[5.22],5.22,92.03
Random Baseline,1370,4,5,[49.22],49.22,92.03
Random Baseline,1370,5,6,[0.0],0.0,92.03
Random Baseline,1370,6,7,[2.72],2.72,92.03
Random Baseline,1370,7,8,[38.53],38.53,92.03
Random Baseline,1370,8,9,[18.89],18.89,92.03
Random Baseline,1370,9,10,[19.99],19.99,92.03
Random Baseline,1370,10,11,[10.34],10.34,92.03
Random Baseline,1370,11,12,[0.55],0.55,92.03
Random Baseline,1370,12,13,[7.3],7.3,92.03
Random Baseline,1370,13,14,[0.0],0.0,92.03
Random Baseline,1370,14,15,[0.0],0.0,92.03
Random Baseline,1370,15,16,[52.22],52.22,92.03
Random Baseline,1370,16,17,[57.27],57.27,92.03
Random Baseline,1370,17,18,[0.0],0.0,92.03
Random Baseline,1370,18,19,[39.39],39.39,92.03
Random Baseline,1370,19,20,[0.0],0.0,92.03
Random Baseline,1370,20,21,[45.95],45.95,92.03
Random Baseline,1370,21,22,[10.05],10.05,92.03
Random Baseline,1370,22,23,[0.0],0.0,92.03
Random Baseline,1370,23,24,[0.0],0.0,92.03
Random Baseline,1370,24,25,[20.87],20.87,92.03
Random Baseline,1370,25,26,[0.0],0.0,92.03
Random Baseline,1370,26,27,[79.1],79.1,92.03
Random Baseline,1370,27,28,[32.37],32.37,92.03
Random Baseline,1370,28,29,[0.0],0.0,92.03
Random Baseline,1370,29,30,[4.85],4.85,92.03
Random Baseline,1370,30,31,[0.0],0.0,92.03
Random Baseline,1370,31,32,[0.0],0.0,92.03
Random Baseline,1370,32,33,[11.68],11.68,92.03
Random Baseline,1370,33,34,[5.45],5.45,92.03
Random Baseline,1370,34,35,[27.79],27.79,92.03
Random Baseline,1370,35,36,[36.73],36.73,92.03
Random Baseline,1370,36,37,[35.6],35.6,92.03
Random Baseline,1370,37,38,[1.79],1.79,92.03
Random Baseline,1370,38,39,[33.97],33.97,92.03
Random Baseline,1370,39,40,[6.96],6.96,92.03
Random Baseline,1371,0,1,[92.19],92.19,92.19
Random Baseline,1371,1,2,[0.0],0.0,92.19
Random Baseline,1371,2,3,[84.48],84.48,92.19
Random Baseline,1371,3,4,[5.98],5.98,92.19
Random Baseline,1371,4,5,[87.32],87.32,92.19
Random Baseline,1371,5,6,[28.36],28.36,92.19
Random Baseline,1371,6,7,[0.0],0.0,92.19
Random Baseline,1371,7,8,[65.37],65.37,92.19
Random Baseline,1371,8,9,[0.0],0.0,92.19
Random Baseline,1371,9,10,[16.15],16.15,92.19
Random Baseline,1371,10,11,[0.55],0.55,92.19
Random Baseline,1371,11,12,[0.0],0.0,92.19
Random Baseline,1371,12,13,[24.09],24.09,92.19
Random Baseline,1371,13,14,[8.52],8.52,92.19
Random Baseline,1371,14,15,[99.22],99.22,99.22
Random Baseline,1371,15,16,[12.61],12.61,99.22
Random Baseline,1371,16,17,[62.33],62.33,99.22
Random Baseline,1371,17,18,[25.5],25.5,99.22
Random Baseline,1371,18,19,[61.86],61.86,99.22
Random Baseline,1371,19,20,[0.0],0.0,99.22
Random Baseline,1371,20,21,[12.53],12.53,99.22
Random Baseline,1371,21,22,[24.03],24.03,99.22
Random Baseline,1371,22,23,[28.06],28.06,99.22
Random Baseline,1371,23,24,[0.0],0.0,99.22
Random Baseline,1371,24,25,[32.04],32.04,99.22
Random Baseline,1371,25,26,[9.16],9.16,99.22
Random Baseline,1371,26,27,[3.68],3.68,99.22
Random Baseline,1371,27,28,[47.58],47.58,99.22
Random Baseline,1371,28,29,[0.0],0.0,99.22
Random Baseline,1371,29,30,[9.61],9.61,99.22
Random Baseline,1371,30,31,[53.52],53.52,99.22
Random Baseline,1371,31,32,[0.0],0.0,99.22
Random Baseline,1371,32,33,[5.7],5.7,99.22
Random Baseline,1371,33,34,[41.0],41.0,99.22
Random Baseline,1371,34,35,[0.0],0.0,99.22
Random Baseline,1371,35,36,[12.34],12.34,99.22
Random Baseline,1371,36,37,[37.37],37.37,99.22
Random Baseline,1371,37,38,[5.88],5.88,99.22
Random Baseline,1371,38,39,[76.85],76.85,99.22
Random Baseline,1371,39,40,[29.17],29.17,99.22
Random Baseline,1372,0,1,[37.38],37.38,37.38
Random Baseline,1372,1,2,[2.53],2.53,37.38
Random Baseline,1372,2,3,[0.0],0.0,37.38
Random Baseline,1372,3,4,[0.0],0.0,37.38
Random Baseline,1372,4,5,[53.43],53.43,53.43
Random Baseline,1372,5,6,[19.28],19.28,53.43
Random Baseline,1372,6,7,[3.13],3.13,53.43
Random Baseline,1372,7,8,[2.77],2.77,53.43
Random Baseline,1372,8,9,[19.39],19.39,53.43
Random Baseline,1372,9,10,[6.45],6.45,53.43
Random Baseline,1372,10,11,[53.11],53.11,53.43
Random Baseline,1372,11,12,[45.37],45.37,53.43
