% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1376,3,8,"[0.0, 0.0]",0.0,84.48,
0,1376,4,10,"[68.71, 78.95]",78.95,84.48,
0,1376,5,12,"[6.54, 6.4]",6.54,84.48,
0,1376,6,14,"[57.33, 6.22]",57.33,84.48,
0,1376,7,16,"[7.26, 5.25]",7.26,84.48,
0,1376,8,18,"[27.82, 28.15]",28.15,84.48,
0,1376,9,20,"[30.44, 55.4]",55.4,84.48,
0,1377,0,2,"[0.0, 53.25]",53.25,53.25,
0,1377,1,4,"[2.41, 5.47]",5.47,53.25,
0,1377,2,6,"[5.49, 0.12]",5.49,53.25,
0,1377,3,8,"[0.0, 0.0]",0.0,53.25,
0,1377,4,10,"[11.69, 15.44]",15.44,53.25,
0,1377,5,12,"[68.71, 78.95]",78.95,78.95,
0,1377,6,14,"[57.33, 6.22]",57.33,78.95,
0,1377,7,16,"[28.64, 29.31]",29.31,78.95,
0,1377,8,18,"[0.0, 6.39]",6.39,78.95,
0,1377,9,20,"[16.85, 30.29]",30.29,78.95,
0,1378,0,2,"[46.33, 13.22]",46.33,46.33,
0,1378,1,4,"[2.41, 5.47]",5.47,46.33,
0,1378,2,6,"[5.49, 0.12]",5.49,46.33,
0,1378,3,8,"[0.0, 0.0]",0.0,46.33,
0,1378,4,10,"[34.47, 7.12]",34.47,46.33,
0,1378,5,12,"[64.12, 55.96]",64.12,64.12,
0,1378,6,14,"[41.9, 64.46]",64.46,64.46,
0,1378,7,16,"[73.59, 36.7]",73.59,73.59,
0,1378,8,18,"[46.99, 57.68]",57.68,73.59,
0,1378,9,20,"[1.37, 7.88]",7.88,73.59,
0,1379,0,2,"[64.12, 1.94]",64.12,64.12,
0,1379,1,4,"[2.41, 5.47]",5.47,64.12,
0,1379,2,6,"[5.49, 0.12]",5.49,64.12,
0,1379,3,8,"[0.0, 0.0]",0.0,64.12,
0,1379,4,10,"[46.33, 14.68]",46.33,64.12,
